"id_distributor","id_cabang","id_invoice","tanggal","id_customer","id_barang","jumlah_barang","unit","harga","level","nama","id_cabang_sales","cabang_sales","tipe_group","kode_barang","nama_tipe","kode_lini","lini","revenue","kode_barang-2","sektor","nama_barang","tipe","nama_tipe-2","kode_lini-2","lini-2","kemasan","nama_barang-2"
"TA","CAB01","IN5990","2022-05-03","CUST55706","BRG0001",10,"DUS","4.59","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0001","Produk jadi",206,"OGB & PH",45900,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"EPM","CAB01","IN5992","2022-06-16","CUST55707","BRG0002",23,"DUS","3.99","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0002","Produk jadi",203,"ETIKAL",91770,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TD","CAB02","IN6132","2022-04-30","CUST55708","BRG0003",12,"DUS","5.78","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0003","Produk jadi",210,"MARCKS",69360,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TA","CAB03","IN6030","2022-05-01","CUST55709","BRG0004",10,"DUS","6.94","Company","KLINIK DR. ANDRI","CAB08","Lampung","Klinik","BRG0004","Produk jadi",201,"VNS",69400,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"EPM","CAB04","IN6094","2022-05-02","CUST55710","BRG0001",67,"DUS","1.17","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0001","Produk jadi",206,"OGB & PH",78390,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TD","CAB05","IN6294","2022-05-03","CUST55711","BRG0002",98,"DUS","2.34","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0002","Produk jadi",203,"ETIKAL",229320,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TA","CAB06","IN6012","2022-06-16","CUST55712","BRG0003",5,"DUS","10.69","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0003","Produk jadi",210,"MARCKS",53450,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"TD","CAB01","IN5997","2022-01-20","CUST55380","BRG0001",1,"DUS","1.17","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0001","Produk jadi",206,"OGB & PH",1170,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TD","CAB01","IN6297","2022-01-20","CUST55381","BRG0002",5,"DUS","2.34","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0002","Produk jadi",203,"ETIKAL",11700,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TA","CAB02","IN6155","2022-01-21","CUST55382","BRG0003",9,"DUS","10.69","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0003","Produk jadi",210,"MARCKS",96210,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"EPM","CAB07","IN6106","2022-04-30","CUST55713","BRG0004",4,"DUS","8.70","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0004","Produk jadi",201,"VNS",34800,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TD","CAB08","IN5984","2022-05-01","CUST55714","BRG0005",8,"DUS","5.65","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0005","Produk jadi",203,"SLCYL",45200,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"TD","CAB09","IN6007","2022-05-02","CUST55715","BRG0006",9,"DUS","2.82","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0006","Produk jadi",205,"OGB & PH",25380,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"TA","CAB10","IN6115","2022-05-03","CUST55716","BRG0007",10,"DUS","4.59","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0007","Produk jadi",206,"ETIKAL",45900,"BRG0007","P","ERGOTAMINE COFFEINE","ZPJ1","Produk jadi",206,"ETIKAL","BOTOL","ERGOTAMINE COFFEINE"
"EPM","CAB01","IN6000","2022-06-16","CUST55717","BRG0008",7,"DUS","3.99","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0008","Produk jadi",204,"MARCKS",27930,"BRG0008","P","TETRACYCLINE KAPSUL 250 MG","ZPJ1","Produk jadi",204,"MARCKS","KAPSUL","TETRACYCLINE KAPSUL 250 MG"
"TD","CAB01","IN6097","2022-04-30","CUST55718","BRG0009",100,"DUS","5.78","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0009","Produk jadi",207,"VNS",578000,"BRG0009","P","AMBROXOL HC","ZPJ1","Produk jadi",207,"VNS","BOTOL","AMBROXOL HC"
"TA","CAB02","IN5989","2022-05-01","CUST55719","BRG0010",67,"DUS","6.94","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0010","Produk jadi",208,"SLCYL",464980,"BRG0010","P","PARACETAMOL","ZPJ1","Produk jadi",208,"SLCYL","BOTOL","PARACETAMOL"
"EPM","CAB03","IN6151","2022-05-02","CUST55720","BRG0001",78,"DUS","1.17","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0001","Produk jadi",206,"OGB & PH",91260,"BRG0001","P","ACYCLOVIR DUS","ZPJ1","Produk jadi",206,"OGB & PH","DUS","ACYCLOVIR DUS"
"TD","CAB01","IN6037","2022-05-03","CUST55721","BRG0002",45,"DUS","2.34","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0002","Produk jadi",203,"ETIKAL",105300,"BRG0002","P","ALERGINE TABLET SALUT","ZPJ1","Produk jadi",203,"ETIKAL","DUS","ALERGINE TABLET SALUT"
"TA","CAB01","IN6165","2022-06-16","CUST55722","BRG0003",34,"DUS","10.69","Company","APOTEK SINAR JAYA","CAB06","Bekasi","Apotek","BRG0003","Produk jadi",210,"MARCKS",363460,"BRG0003","P","AMPICILLIN","ZPJ1","Produk jadi",210,"MARCKS","BOTOL","AMPICILLIN"
"EPM","CAB02","IN6101","2022-04-30","CUST55723","BRG0004",20,"DUS","8.70","Company","APOTEK SAHABAT","CAB07","Padang","Apotek","BRG0004","Produk jadi",201,"VNS",174000,"BRG0004","P","TRAMADOL KAPSUL 50 MG","ZPJ1","Produk jadi",201,"VNS","KAPSUL","TRAMADOL KAPSUL 50 MG"
"TD","CAB03","IN6142","2022-05-01","CUST55724","BRG0005",45,"DUS","5.65","Company","KLINIK DR. ANDRI","CAB08","Lampung","Klinik","BRG0005","Produk jadi",203,"SLCYL",254250,"BRG0005","P","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","ZPJ1","Produk jadi",203,"SLCYL","TABLET","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG"
"TD","CAB04","IN6312","2022-05-02","CUST55725","BRG0006",34,"DUS","2.82","Company","APOTEK TAPAK","CAB01","Aceh","Apotek","BRG0006","Produk jadi",205,"OGB & PH",95880,"BRG0006","P","KETOCONAZOLE TABLET 200 MG","ZPJ1","Produk jadi",205,"OGB & PH","TABLET","KETOCONAZOLE TABLET 200 MG"
"TA","CAB05","IN6112","2022-05-03","CUST55726","BRG0007",34,"DUS","4.59","Company","APOTEK MAJA","CAB02","Kuningan","Apotek","BRG0007","Produk jadi",206,"ETIKAL",156060,"BRG0007","P","ERGOTAMINE COFFEINE","ZPJ1","Produk jadi",206,"ETIKAL","BOTOL","ERGOTAMINE COFFEINE"
"EPM","CAB06","IN6204","2022-06-16","CUST55727","BRG0008",34,"DUS","3.99","Company","KLINIK GM","CAB03","Jakarta","Klinik","BRG0008","Produk jadi",204,"MARCKS",135660,"BRG0008","P","TETRACYCLINE KAPSUL 250 MG","ZPJ1","Produk jadi",204,"MARCKS","KAPSUL","TETRACYCLINE KAPSUL 250 MG"
"TD","CAB07","IN6304","2022-04-30","CUST55728","BRG0009",44,"DUS","5.78","Company","APOTEK MERDEKA","CAB04","Bandung","Apotek","BRG0009","Produk jadi",207,"VNS",254320,"BRG0009","P","AMBROXOL HC","ZPJ1","Produk jadi",207,"VNS","BOTOL","AMBROXOL HC"
"TA","CAB08","IN6004","2022-05-01","CUST55729","BRG0010",5,"DUS","6.94","Company","KLINIK SAHABAT","CAB05","Tangerang","Klinik","BRG0010","Produk jadi",208,"SLCYL",34700,"BRG0010","P","PARACETAMOL","ZPJ1","Produk jadi",208,"SLCYL","BOTOL","PARACETAMOL"
